序号,登记号,试验状态,药物名称,适应症,试验题目,申办者,机构名称,所在城市,所在省份,主要研究者
75,CTR20180779,进行中,阿莫西林克拉维酸钾片,适用于敏感菌引起的各种感染，如：1、上呼吸道感染： 鼻窦炎、扁桃体炎、咽炎等。2、下呼吸道感染：急性支气管炎、慢性支气管炎急性发作、肺炎、肺脓肿和支气管合并感染等。3、泌尿系统感染：膀胱炎、尿道炎、肾盂肾炎、前列腺炎、盆腔炎、淋病奈瑟菌尿路感染及软性下疳等。4、皮肤和软组织感染：疖、脓肿、蜂窝组织炎、伤口感染、腹内脓毒症等。5、其他感染：中耳炎、骨髓炎、白血症、腹膜炎和手术后感染等。,阿莫西林克拉维酸钾片生物等效性试验,瑞阳制药有限公司,济南市中心医院药物临床试验机构,济南市,山东省,温清
76,CTR20180778,进行中,盐酸胺碘酮片,1）房性心律失常（心房扑动，心房纤颤转律和转律后窦性心律的维持）。 2）结性心律失常。 3）室性心律失常（治疗危及生命的室性期前收缩和室性心动过速以及室性心律过速或心室纤颤的预防）。 4）伴W-P-W 综合征的心律失常。,盐酸胺碘酮片人体生物等效性试验,宁波大红鹰药业股份有限公司,南华大学附属第二医院国家药物临床试验机构 | 南华大学附属第二医院国家药物临床试验机构,衡阳 | 衡阳,湖南 | 湖南,李荣 | 匡双玉
77,CTR20180777,进行中,阿托伐他汀钙片,高胆固醇血症、冠心病,阿托伐他汀钙片生物等效性研究,天方药业有限公司,贵州医科大学附属医院,贵阳市,贵州省,何艳
78,CTR20180776,进行中,盐酸克林霉素胶囊,本品适用于由链球菌属、葡萄球菌属及厌氧菌等敏感菌株所致的下述感染：中耳炎、鼻窦炎、化脓性扁桃体炎、肺炎；皮肤软组织感染；在治疗骨和关节感染、腹腔感染、盆腔感染、脓胸、肺脓肿、骨髓炎、败血症等疾病时，可根据情况单用或与其他抗菌药联合应用。,盐酸克林霉素胶囊300mg人体生物等效性试验,上海新亚药业闵行有限公司,复旦大学附属华山医院 | 复旦大学附属华山医院,上海 | 上海,上海 | 上海,张菁 | 武晓捷
80,CTR20180771,进行中,卡托普利片,高血压、心力衰竭,卡托普利片的人体生物等效性研究,国药集团汕头金石制药有限公司,宁波市第二医院药物临床研究中心,宁波市,浙江省,郑南红
79,CTR20180774,进行中,诺氟沙星胶囊,适用于敏感菌所致的尿路感染、淋病、前列腺炎、肠道感染和伤寒及其他沙门菌感染。,诺氟沙星胶囊健康人体空腹/餐后生物等效性研究,烟台万润药业有限公司,济南市中心医院,济南市,山东省,温清，硕士
81,CTR20180770,进行中,硝苯地平缓释片(II),用于治疗高血压、心绞痛。,硝苯地平缓释片（II）生物等效性试验,青岛黄海制药有限责任公司,上海市公共卫生临床中心,上海,上海,黄琴
82,CTR20180764,进行中,辛伐他汀片,高血脂，此实验为生物等效性试验，受试者为健康受试者,辛伐他汀片20 mg健康人体空腹和餐后状态下生物等效性试验,宜昌东阳光长江药业股份有限公司,吉林大学第一医院I期临床试验研究室,长春市,吉林省,张国成，医学学士
83,CTR20180761,进行中,阿莫西林干混悬剂,适用于敏感菌（不产β-内酰胺酶菌株）所致的下列感染： ①溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致中耳炎、鼻窦炎、咽炎扁桃体炎等上呼吸道感染。 ②大肠埃希菌、奇异变形杆菌或粪肠球菌所致的泌尿生殖道感染。 ③溶血链球菌、葡萄球菌或大肠埃希菌所致的皮肤软组织感染。 ④溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致急性支气管炎、肺炎等下呼吸道感染。 ⑤急性单纯性淋病。 ⑥本品尚可用于治疗伤寒、伤寒带菌者及钩端螺旋体病；阿莫西林亦可与克拉霉素、兰索拉唑三联用药根除胃、十二指肠幽门螺杆菌，降低消化道溃疡复发率。,阿莫西林干混悬剂在健康人体的生物等效性研究,昆明贝克诺顿制药有限公司,云南省中医医院,昆明市,云南省,贺建昌
84,CTR20180758,进行中,替格瑞洛片,用于急性冠脉综合征（不稳定性心绞痛、非ST段抬高心肌梗死或ST段抬高心肌梗死）,替格瑞洛片人体生物等效性研究,江苏柯菲平医药股份有限公司,重庆医科大学附属第一医院,重庆市,重庆市,肖谦
85,CTR20180757,进行中,头孢克洛胶囊,本品主要适用于敏感菌所致的呼吸系统、泌尿系统、耳鼻喉科及皮肤、软组织感染等。,头孢克洛胶囊的人体生物等效性研究,深圳立健药业有限公司,湘雅博爱康复医院,长沙,湖南,刘立鹏
86,CTR20180755,进行中,托吡酯缓释胶囊,1)  癫痫部分性发作和原发性强直阵挛性发作：用于 2 岁及以上伴有癫痫部分性发作或原发 性强直-阵挛性发作患者的单一治疗和辅助治疗。  2)  林-戈综合征：用于 2 岁及以上与癫痫相关的 Lennox-Gastaut 综合征（林-戈综合征）患 者的辅助治疗。  3)  偏头痛：用于预防成人和 12 岁以上青少年偏头痛。,托吡酯缓释胶囊在男性健康受试者中生物等效性试验,福建省宝诺医药研发有限公司,福建医科大学孟超肝胆医院 ，福建省福州市鼓楼区西洪路 312 号 ，中国，福建，福州,福州,福建,郑玲
87,CTR20180754,进行中,盐酸美金刚缓释胶囊,用于治疗轻、中度阿尔茨海默症,盐酸美金刚缓释胶囊健康受试者生物等效性试验,福建省宝诺医药研发有限公司,武汉市传染病医院，中国湖北省武汉东西湖区银潭路1号,武汉,湖北,张定宇
88,CTR20180753,进行中,利伐沙班片,(1)用于择期髋关节或膝关节置换手术成年患者，以预防静脉血栓形成VTE)；(2)用于治疗成人静脉血栓形成(DVT)，降低急性DVT后DVT复发和肺栓塞（PE）的风险。(3)用于具有一种或多种危险因素（例如：充血性心力衰竭、高血压、年龄≥75岁、糖尿病、卒中或短暂性脑缺血发作病史）的非瓣膜性房颤成年患者，以降低卒中和全身性栓塞的风险,利伐沙班片人体生物等效性试验,苏州第三制药厂有限责任公司,济南市中心医院,济南市,山东省,温清
89,CTR20180751,进行中,苯磺酸左旋氨氯地平片,高血压（单独或与其他药物合并使用）。心绞痛：尤其自发性心绞痛（单独或与其他药物合并使用）。,苯磺酸左旋氨氯地平片餐后及空腹人体生物等效性研究,山东新时代药业有限公司,重庆医科大学附属第一医院,重庆市,重庆市,罗素新
90,CTR20180747,进行中,利培酮片,1、用于治疗急性和慢性精神分裂症以及其它各种精神病性状态的明显的阳性症状（如幻觉、妄想、思维紊乱、敌视、怀疑）和明显的阴性症状（如反应迟钝、情绪淡漠及社交淡漠、少语）。也可减轻与精神分裂症有关的情感症状（如：抑郁、负罪感、焦虑）。对于急性期治疗有效的患者，在维持期治疗中，可继续发挥其临床疗效。2、可用于治疗双相情感障碍的躁狂发作，其表现为情绪高涨、夸大或易激惹，自我评价过高，睡眠要求减少、语速加快、思维奔逸、注意力分散或判断力低下（包括紊乱或过激行为）。,利培酮片人体生物等效性研究,北京天衡药物研究院南阳天衡制药厂,上海市徐汇区中心医院,上海市,上海市,刘罡一，学士
91,CTR20180743,进行中,富马酸喹硫平片,治疗精神分裂症、治疗双相情感障碍的躁狂发作和抑郁发作,富马酸喹硫平片人体生物等效性研究,苏州第壹制药有限公司,上海市公共卫生临床中心Ⅰ期临床试验研究室,上海市,上海,刘莉
92,CTR20180742,进行中,卡托普利片,1、高血压 2、心力衰竭,卡托普利片生物等效性试验,石家庄以岭药业股份有限公司,河北以岭医院,石家庄市,河北省,胡玉钦，医学硕士
93,CTR20180737,进行中,盐酸美金刚片,治疗中重度至重度阿尔茨海默型痴呆,盐酸美金刚片人体生物等效性试验,扬子江药业集团北京海燕药业有限公司,杭州师范大学附属医院,杭州,浙江,肖国民
94,CTR20180736,进行中,美洛昔康片,适用于类风湿关节炎、疼痛性骨关节炎（关节病、退行性骨关节病）的症状治疗。,美洛昔康片的生物等效性研究,江苏飞马药业有限公司,苏州大学附属第一医院,苏州,江苏,缪丽燕 心血管内科博士
95,CTR20180735,进行中,头孢氨苄片,适用于敏感菌所致的急性扁桃体炎、咽峡炎、中耳炎、鼻窦炎、支气管炎、肺炎等呼吸道感染、尿路感染及皮肤软组织感染等。,头孢氨苄片生物等效性试验,青岛黄海制药有限责任公司,武汉市传染病医院,武汉,湖北,张定宇
96,CTR20180734,进行中,诺氟沙星胶囊,适用于敏感菌所致的尿路感染、淋病、前列腺炎、肠道感染和伤寒及其他沙门菌感染,诺氟沙星胶囊在中国健康人群空腹人体生物等效性研究,福州海王福药制药有限公司,泰安市中医医院,泰安市,山东省,乔元勋
97,CTR20180733,进行中,奥氮平片,奥氮平用于治疗精神分裂症。 初始治疗有效的患者，奥氮平在维持治疗期间能够保持其临床效果。 奥氮平用于治疗中、重度躁狂发作。 对奥氮平治疗有效的躁狂发作患者，奥氮平可用于预防双相情感障碍的复发。,奥氮平片人体生物等效性研究,浙江华海药业股份有限公司,华中科技大学同济医学院附属同济医院,武汉市,湖北省,刘东
98,CTR20180732,进行中,诺氟沙星胶囊,适用于敏感菌所致的尿路感染、淋病、前列腺炎、肠道感染和伤寒及其他沙门菌感染。,诺氟沙星胶囊在中国健康人群餐后人体生物等效性研究,福州海王福药制药有限公司,泰安市中医医院,泰安市,山东省,乔元勋
99,CTR20180731,进行中,卡托普利片,高血压；心力衰竭,卡托普利片生物等效性试验,山西振东安特生物制药有限公司,首都医科大学附属北京同仁医院,北京,北京,赵秀丽
100,CTR20180724,进行中,福多司坦片,适用于支气管哮喘、慢性喘息性支气管炎、支气管扩张、肺结核、尘肺、慢性阻塞性肺气肿、非典型分支杆菌病、肺炎、弥漫性支气管炎等呼吸道疾病的祛痰治疗。,福多司坦片健康人体生物等效性试验,迪沙药业集团有限公司,长春中医药大学附属医院I期临床试验研究室,长春,吉林,杨海淼
101,CTR20180723,进行中,洛索洛芬钠片,（1）用于类风湿性关节炎、骨性关节炎、腰痛症、肩周炎、肩颈腕综合征和牙痛等引起的疼痛； （2）用于手术后、外伤后及拔牙后的镇痛消炎； （3）用于急性上呼吸道炎（包括伴有急性支气管炎的急性上呼吸道炎）等疾病的解热镇痛。,洛索洛芬钠片健康人体生物等效性试验,迪沙药业集团有限公司,南京大学医学院附属鼓楼医院,南京市,江苏省,李娟
102,CTR20180722,进行中,头孢氨苄胶囊,适用于敏感菌所致的急性扁桃体炎、咽峡炎、中耳炎、鼻窦炎、支气管炎、肺炎等呼吸道感染、尿路感染及皮肤软组织感染等。,头孢氨苄胶囊人体生物等效性研究,山东鲁抗医药股份有限公司,洛阳市中心医院,洛阳,河南,朱韶峰
103,CTR20180721,进行中,左亚叶酸钠注射液,降低成人或儿童由于过量使用叶酸拮抗剂（如甲氨蝶呤）产生的毒性作用和拮抗作用； 联合5-氟脲嘧啶（5-FU）用于胃癌、结直肠癌的治疗。,左亚叶酸钠注射液人体生物等效试验,天津生物化学制药有限公司,皖南医学院弋矶山医院药物临床试验机构,芜湖,安徽,沈杰、贾元威
104,CTR20180719,进行中,盐酸二甲双胍片,用于单纯饮食控制不满意的Ⅱ型糖尿病病人，尤其是肥胖和伴高胰岛素血症者，用本药不但有降血糖作用，还可能有减轻体重和高胰岛素血症的效果。对某些磺酰脲类疗效差的患者可奏效，如与磺酰脲类、小肠糖苷酶抑制剂或噻唑烷二酮类降糖药合用，较分别单用的效果更好。亦可用于胰岛素治疗的患者，以减少胰岛素用量。,盐酸二甲双胍片在空腹/餐后状态下生物等效性试验,河北天成药业股份有限公司,武汉市传染病医院,武汉市,湖北省,张定宇
105,CTR20180716,进行中,对乙酰氨基酚片,用于普通感冒或流行性感冒引起的发热，也用于缓解轻至中度疼痛如头痛、关节痛、偏头痛、牙痛、肌肉痛、神经痛、痛经。,对乙酰氨基酚片的人体生物等效性试验,青岛黄海制药有限责任公司,齐齐哈尔医学院附属第三医院,齐齐哈尔,黑龙江,韦艳红
106,CTR20180714,已完成,头孢克肟分散片,适用于对头孢克肟敏感的链球菌属（肠球菌除外），肺炎球菌、淋球菌、卡他布兰汉球菌、大肠杆菌、克雷伯杆菌属、沙雷菌属、变形杆菌属及流感杆菌等引起的一些细菌感染性疾病。,头孢克肟分散片人体生物等效性研究,华润双鹤药业股份有限公司,湖南省脑科医院,长沙,湖南,郭田生
107,CTR20180711,进行中,氟比洛芬酯注射液,术后及癌症的镇痛,氟比洛芬酯注射液生物等效性研究,广东嘉博制药有限公司,广州市番禺区中心医院,广州市,广东,杨辉
